Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered
2020-04-08,Somerset,New Jersey,US,1033,40.0,0
2020-04-08,Sussex,New Jersey,US,331,15.0,0
2020-04-08,Union,New Jersey,US,4358,95.0,15
2020-04-09,Atlantic,New Jersey,US,191,4.0,26
2020-04-09,Bergen,New Jersey,US,8343,345.0,2
2020-04-09,Burlington,New Jersey,US,883,21.0,48
2020-04-09,Camden,New Jersey,US,990,23.0,0
2020-04-09,Cape May,New Jersey,US,109,3.0,15
2020-04-09,Cumberland,New Jersey,US,111,3.0,0
2020-04-09,Essex,New Jersey,US,6069,321.0,0
2020-04-09,Gloucester,New Jersey,US,413,8.0,0
2020-04-09,Hudson,New Jersey,US,5879,132.0,84
2020-04-09,Hunterdon,New Jersey,US,286,4.0,1
2020-04-09,Mercer,New Jersey,US,1161,36.0,24
2020-04-09,Middlesex,New Jersey,US,4628,152.0,0
2020-04-09,Monmouth,New Jersey,US,3248,98.0,0
2020-04-09,Morris,New Jersey,US,2645,117.0,18
2020-04-09,Ocean,New Jersey,US,3093,119.0,0
2020-04-09,Passaic,New Jersey,US,4690,82.0,0
2020-04-09,Salem,New Jersey,US,43,3.0,0
2020-04-09,Somerset,New Jersey,US,1335,59.0,0
2020-04-09,Sussex,New Jersey,US,392,21.0,0
2020-04-09,Union,New Jersey,US,5203,145.0,48
2020-04-10,Atlantic,New Jersey,US,191,4.0,26
2020-04-10,Bergen,New Jersey,US,8343,345.0,2
2020-04-10,Burlington,New Jersey,US,883,21.0,48
2020-04-10,Camden,New Jersey,US,990,23.0,0
2020-04-10,Cape May,New Jersey,US,109,3.0,15
2020-04-10,Cumberland,New Jersey,US,111,3.0,0
2020-04-10,Essex,New Jersey,US,6069,321.0,0
2020-04-10,Gloucester,New Jersey,US,413,8.0,0
2020-04-10,Hudson,New Jersey,US,5879,132.0,84
2020-04-10,Hunterdon,New Jersey,US,286,4.0,1
2020-04-10,Mercer,New Jersey,US,1161,36.0,24
2020-04-10,Middlesex,New Jersey,US,4628,152.0,0
2020-04-10,Monmouth,New Jersey,US,3248,98.0,0
2020-04-10,Morris,New Jersey,US,2645,117.0,18
2020-04-10,Ocean,New Jersey,US,3093,119.0,0
2020-04-10,Passaic,New Jersey,US,4690,82.0,0
2020-04-10,Salem,New Jersey,US,43,3.0,0
2020-04-10,Somerset,New Jersey,US,1335,59.0,0
2020-04-10,Sussex,New Jersey,US,392,21.0,0
2020-04-10,Union,New Jersey,US,5203,145.0,48
2020-04-11,Atlantic,New Jersey,US,211,6.0,26
2020-04-11,Bergen,New Jersey,US,8928,390.0,2
2020-04-11,Burlington,New Jersey,US,954,22.0,48
2020-04-11,Camden,New Jersey,US,1072,29.0,0
2020-04-11,Cape May,New Jersey,US,116,5.0,15
2020-04-11,Cumberland,New Jersey,US,138,3.0,0
2020-04-11,Essex,New Jersey,US,6580,352.0,0
2020-04-11,Gloucester,New Jersey,US,447,8.0,0
2020-04-11,Hudson,New Jersey,US,6411,163.0,84
2020-04-11,Hunterdon,New Jersey,US,293,7.0,1
2020-04-11,Mercer,New Jersey,US,1282,39.0,24
2020-04-11,Middlesex,New Jersey,US,5060,168.0,0
2020-04-11,Monmouth,New Jersey,US,3496,107.0,0
2020-04-11,Morris,New Jersey,US,2771,135.0,18
2020-04-11,Ocean,New Jersey,US,3269,121.0,0
2020-04-11,Passaic,New Jersey,US,5017,101.0,0
2020-04-11,Salem,New Jersey,US,46,3.0,0
2020-04-11,Somerset,New Jersey,US,1523,69.0,0
2020-04-11,Sussex,New Jersey,US,413,26.0,0
2020-04-11,Union,New Jersey,US,5575,161.0,48
2020-04-12,Atlantic,New Jersey,US,211,6.0,26
2020-04-12,Bergen,New Jersey,US,8928,390.0,2
2020-04-12,Burlington,New Jersey,US,954,22.0,48
2020-04-12,Camden,New Jersey,US,1072,29.0,0
2020-04-12,Cape May,New Jersey,US,116,5.0,15
2020-04-12,Cumberland,New Jersey,US,138,3.0,0
2020-04-12,Essex,New Jersey,US,6580,352.0,0
2020-04-12,Gloucester,New Jersey,US,447,8.0,0
2020-04-12,Hudson,New Jersey,US,6411,163.0,84
2020-04-12,Hunterdon,New Jersey,US,293,7.0,1
2020-04-12,Mercer,New Jersey,US,1282,39.0,24
2020-04-12,Middlesex,New Jersey,US,5060,168.0,0
2020-04-12,Monmouth,New Jersey,US,3496,107.0,0
2020-04-12,Morris,New Jersey,US,2771,135.0,18
2020-04-12,Ocean,New Jersey,US,3269,121.0,0
2020-04-12,Passaic,New Jersey,US,5017,101.0,0
2020-04-12,Salem,New Jersey,US,46,3.0,0
2020-04-12,Somerset,New Jersey,US,1523,69.0,0
2020-04-12,Sussex,New Jersey,US,413,26.0,0
2020-04-12,Union,New Jersey,US,5575,161.0,48
2020-04-13,Atlantic,New Jersey,US,253,8.0,26
2020-04-13,Bergen,New Jersey,US,9784,453.0,2
2020-04-13,Burlington,New Jersey,US,1095,23.0,48
2020-04-13,Camden,New Jersey,US,1270,32.0,0
2020-04-13,Cape May,New Jersey,US,145,9.0,15
2020-04-13,Cumberland,New Jersey,US,165,3.0,0
2020-04-13,Essex,New Jersey,US,7410,428.0,0
2020-04-13,Gloucester,New Jersey,US,532,9.0,0
2020-04-13,Hudson,New Jersey,US,7469,226.0,129
2020-04-13,Hunterdon,New Jersey,US,314,11.0,1
2020-04-13,Mercer,New Jersey,US,1567,50.0,24
2020-04-13,Middlesex,New Jersey,US,5693,193.0,0
2020-04-13,Monmouth,New Jersey,US,3785,123.0,0
2020-04-13,Morris,New Jersey,US,3099,162.0,19
2020-04-13,Ocean,New Jersey,US,3554,138.0,0
2020-04-13,Passaic,New Jersey,US,5590,131.0,0
2020-04-13,Salem,New Jersey,US,61,4.0,0
2020-04-13,Somerset,New Jersey,US,1732,79.0,0
2020-04-13,Sussex,New Jersey,US,483,35.0,0
2020-04-13,Union,New Jersey,US,6180,209.0,54
2020-04-14,Atlantic,New Jersey,US,253,8.0,26
2020-04-14,Bergen,New Jersey,US,9784,453.0,2
2020-04-14,Burlington,New Jersey,US,1095,23.0,48
2020-04-14,Camden,New Jersey,US,1270,32.0,0
2020-04-14,Cape May,New Jersey,US,145,9.0,15
2020-04-14,Cumberland,New Jersey,US,165,3.0,0
2020-04-14,Essex,New Jersey,US,7410,428.0,0
2020-04-14,Gloucester,New Jersey,US,532,9.0,0
2020-04-14,Hudson,New Jersey,US,7469,226.0,129
2020-04-14,Hunterdon,New Jersey,US,314,11.0,1
2020-04-14,Mercer,New Jersey,US,1567,50.0,24
2020-04-14,Middlesex,New Jersey,US,5693,193.0,0
2020-04-14,Monmouth,New Jersey,US,3785,123.0,0
2020-04-14,Morris,New Jersey,US,3099,162.0,19
2020-04-14,Ocean,New Jersey,US,3554,138.0,0
2020-04-14,Passaic,New Jersey,US,5590,131.0,0
2020-04-14,Salem,New Jersey,US,61,4.0,0
2020-04-14,Somerset,New Jersey,US,1732,79.0,0
2020-04-14,Sussex,New Jersey,US,483,35.0,0
2020-04-14,Union,New Jersey,US,6180,209.0,54
2020-03-20,Albany,New York,US,70,0.0,0.0
2020-03-20,Allegany,New York,US,2,0.0,0.0
2020-03-20,Broome,New York,US,2,0.0,0.0
2020-03-20,Chenango,New York,US,2,0.0,0.0
2020-03-20,Clinton,New York,US,3,0.0,0.0
2020-03-20,Delaware,New York,US,1,0.0,0.0
2020-03-20,Dutchess,New York,US,36,0.0,0.0
2020-03-20,Erie,New York,US,31,0.0,0.0
2020-03-20,Essex,New York,US,1,0.0,0.0
2020-03-20,Fulton,New York,US,1,0.0,0.0
2020-03-20,Genesee,New York,US,1,0.0,0.0
2020-03-20,Greene,New York,US,2,0.0,0.0
2020-03-20,Hamilton,New York,US,2,0.0,0.0
2020-03-20,Herkimer,New York,US,1,0.0,0.0
2020-03-20,Monroe,New York,US,32,1.0,0.0
2020-03-20,Montgomery,New York,US,2,0.0,0.0
2020-03-20,Nassau,New York,US,754,3.0,0.0
2020-03-20,Niagara,New York,US,4,0.0,0.0
2020-03-20,Oneida,New York,US,4,0.0,0.0
2020-03-20,Onondaga,New York,US,7,0.0,0.0
2020-03-20,Ontario,New York,US,3,0.0,0.0
2020-03-20,Orange,New York,US,84,0.0,0.0
2020-03-20,Putnam,New York,US,5,0.0,0.0
2020-03-20,Rensselaer,New York,US,6,0.0,0.0
2020-03-20,Rockland,New York,US,101,1.0,0.0
2020-03-20,Saratoga,New York,US,21,0.0,0.0
2020-03-20,Schenectady,New York,US,14,0.0,0.0
2020-03-20,Schoharie,New York,US,1,0.0,0.0
2020-03-20,Suffolk,New York,US,374,3.0,0.0
2020-03-20,Sullivan,New York,US,3,0.0,0.0
2020-03-20,Steuben,New York,US,3,0.0,0.0
2020-03-20,Tioga,New York,US,1,0.0,0.0
2020-03-20,Tompkins,New York,US,6,0.0,0.0
2020-03-20,Ulster,New York,US,9,0.0,0.0
2020-03-20,Warren,New York,US,1,0.0,0.0
2020-03-20,Washington,New York,US,1,0.0,0.0
2020-03-20,Wayne,New York,US,1,0.0,0.0
2020-03-20,Westchester,New York,US,1091,0.0,0.0
2020-03-20,Wyoming,New York,US,2,0.0,0.0
2020-03-20,Total ,New York,US,2694,12.0,0.0
2020-03-21,Albany,New York,US,70,0.0,0
2020-03-21,Allegany,New York,US,2,0.0,0
2020-03-21,Broome,New York,US,2,0.0,0
2020-03-21,Chenango,New York,US,2,0.0,0
2020-03-21,Clinton,New York,US,3,0.0,0
2020-03-21,Delaware,New York,US,1,0.0,0
2020-03-21,Dutchess,New York,US,36,0.0,0
2020-03-21,Erie,New York,US,47,0.0,0
2020-03-21,Essex,New York,US,1,0.0,0
2020-03-21,Fulton,New York,US,1,0.0,0
2020-03-21,Genesee,New York,US,1,0.0,0
2020-03-21,Greene,New York,US,4,0.0,0
2020-03-21,Hamilton,New York,US,2,0.0,0
2020-03-21,Herkimer,New York,US,1,0.0,0
2020-03-21,Monroe,New York,US,46,1.0,0
2020-03-21,Montgomery,New York,US,2,0.0,0
2020-03-21,Nassau,New York,US,1234,4.0,0
2020-03-21,Niagara,New York,US,9,0.0,0
2020-03-21,Oneida,New York,US,4,0.0,0
2020-03-21,Onondaga,New York,US,13,0.0,0
2020-03-21,Ontario,New York,US,3,0.0,0
2020-03-21,Orange,New York,US,84,0.0,0
2020-03-21,Putnam,New York,US,12,0.0,0
2020-03-21,Rensselaer,New York,US,15,0.0,0
2020-03-21,Rockland,New York,US,262,1.0,0
2020-03-21,Saratoga,New York,US,24,0.0,0
2020-03-21,Schenectady,New York,US,21,0.0,0
2020-03-21,Schoharie,New York,US,2,0.0,0
2020-03-21,Suffolk,New York,US,662,7.0,0
2020-03-21,Sullivan,New York,US,8,0.0,0
2020-03-21,Steuben,New York,US,3,0.0,0
2020-03-21,Tioga,New York,US,1,0.0,0
2020-03-21,Tompkins,New York,US,11,0.0,0
2020-03-21,Ulster,New York,US,12,0.0,0
2020-03-21,Warren,New York,US,1,0.0,0
2020-03-21,Washington,New York,US,1,0.0,0
2020-03-21,Wayne,New York,US,1,0.0,0
2020-03-21,Westchester,New York,US,1385,0.0,0
2020-03-21,Wyoming,New York,US,2,0.0,0
2020-03-21,Total ,New York,US,3987,13.0,0
2020-03-22,Albany,New York,US,123,0.0,0
2020-03-22,Allegany,New York,US,2,0.0,0
2020-03-22,Broome,New York,US,3,0.0,0
2020-03-22,Chenango,New York,US,3,0.0,0
2020-03-22,Clinton,New York,US,4,0.0,0
2020-03-22,Columbia,New York,US,5,0.0,0
2020-03-22,Cortland,New York,US,1,0.0,0
2020-03-22,Delaware,New York,US,3,0.0,0
2020-03-22,Dutchess,New York,US,82,0.0,0
2020-03-22,Erie,New York,US,54,0.0,0
2020-03-22,Essex,New York,US,3,0.0,0
2020-03-22,Fulton,New York,US,1,0.0,0
2020-03-22,Genesee,New York,US,1,0.0,0
2020-03-22,Greene,New York,US,2,0.0,0
2020-03-22,Hamilton,New York,US,2,0.0,0
2020-03-22,Herkimer,New York,US,4,0.0,0
2020-03-22,Jefferson,New York,US,1,0.0,0
2020-03-22,Livingston,New York,US,2,0.0,0
2020-03-22,Madison,New York,US,1,0.0,0
2020-03-22,Monroe,New York,US,68,1.0,0
2020-03-22,Montgomery,New York,US,3,0.0,0
2020-03-22,Nassau,New York,US,1900,4.0,0
2020-03-22,Niagara,New York,US,9[111],0.0,0
2020-03-22,Oneida,New York,US,5,0.0,0
2020-03-22,Onondaga,New York,US,29,0.0,0
2020-03-22,Ontario,New York,US,6,0.0,0
2020-03-22,Orange,New York,US,247,0.0,0
2020-03-22,Putnam,New York,US,37,0.0,0
2020-03-22,Rensselaer,New York,US,26,0.0,0
2020-03-22,Rockland,New York,US,455,1.0,0
2020-03-22,Saratoga,New York,US,41,0.0,0
2020-03-22,Schenectady,New York,US,39,0.0,0
2020-03-22,Schoharie,New York,US,1,0.0,0
2020-03-22,St. Lawrence,New York,US,1,0.0,0
2020-03-22,Steuben,New York,US,3,0.0,0
2020-03-22,Suffolk,New York,US,1034,7.0,0
2020-03-22,Sullivan,New York,US,16,0.0,0
2020-03-22,Tioga,New York,US,1,0.0,0
2020-03-22,Tompkins,New York,US,13,0.0,0
2020-03-22,Ulster,New York,US,26,0.0,0
2020-03-22,Warren,New York,US,1,0.0,0
2020-03-22,Washington,New York,US,1,0.0,0
2020-03-22,Wayne,New York,US,3,0.0,0
2020-03-22,Westchester,New York,US,1873,0.0,0
2020-03-22,Wyoming,New York,US,2,0.0,0
2020-03-22,Total ,New York,US,6123,13.0,0
2020-03-23,Albany,New York,US,127,0.0,0
2020-03-23,Allegany,New York,US,2,0.0,0
2020-03-23,Broome,New York,US,7,1.0,0
2020-03-23,Cayuga,New York,US,2,0.0,0
2020-03-23,Chemung,New York,US,2,0.0,0
2020-03-23,Chenango,New York,US,3,0.0,0
2020-03-23,Clinton,New York,US,6,0.0,0
2020-03-23,Columbia,New York,US,10,0.0,0
2020-03-23,Cortland,New York,US,2,0.0,0
2020-03-23,Delaware,New York,US,3,0.0,0
2020-03-23,Dutchess,New York,US,100,0.0,0
2020-03-23,Erie,New York,US,87,0.0,0
2020-03-23,Essex,New York,US,3,0.0,0
2020-03-23,Fulton,New York,US,1,0.0,0
2020-03-23,Genesee,New York,US,1,0.0,0
2020-03-23,Greene,New York,US,4,0.0,0
2020-03-23,Hamilton,New York,US,2,0.0,0
2020-03-23,Herkimer,New York,US,4,0.0,0
2020-03-23,Jefferson,New York,US,2,0.0,0
2020-03-23,Livingston,New York,US,3,0.0,0
2020-03-23,Madison,New York,US,4,0.0,0
2020-03-23,Monroe,New York,US,76,2.0,0
2020-03-23,Montgomery,New York,US,3,0.0,0
2020-03-23,Nassau,New York,US,2442,4.0,0
2020-03-23,Niagara,New York,US,10,0.0,0
2020-03-23,Oneida,New York,US,7,0.0,0
2020-03-23,Onondaga,New York,US,52,0.0,0
2020-03-23,Ontario,New York,US,6,0.0,0
2020-03-23,Orange,New York,US,389,0.0,0
2020-03-23,Oswego,New York,US,1,0.0,0
2020-03-23,Otsego,New York,US,1,0.0,0
2020-03-23,Putnam,New York,US,45,0.0,0
2020-03-23,Rensselaer,New York,US,29,0.0,0
2020-03-23,Rockland,New York,US,592,1.0,0
2020-03-23,Saratoga,New York,US,53,0.0,0
2020-03-23,Schenectady,New York,US,39,0.0,0
2020-03-23,Schoharie,New York,US,1,0.0,0
2020-03-23,St. Lawrence,New York,US,1,0.0,0
2020-03-23,Steuben,New York,US,4,0.0,0
2020-03-23,Suffolk,New York,US,1458,7.0,0
2020-03-23,Sullivan,New York,US,23,0.0,0
2020-03-23,Tioga,New York,US,1,0.0,0
2020-03-23,Tompkins,New York,US,15,0.0,0
2020-03-23,Ulster,New York,US,35,0.0,0
2020-03-23,Warren,New York,US,2,0.0,0
2020-03-23,Washington,New York,US,3,0.0,0
2020-03-23,Wayne,New York,US,6,0.0,0
2020-03-23,Westchester,New York,US,2894,0.0,0
2020-03-23,Wyoming,New York,US,4,0.0,0
2020-03-23,Total ,New York,US,8570,13.0,0
2020-03-24,Albany,New York,US,127,0.0,0
2020-03-24,Allegany,New York,US,2,0.0,0
2020-03-24,Broome,New York,US,7,1.0,0
2020-03-24,Cayuga,New York,US,2,0.0,0
2020-03-24,Chemung,New York,US,2,0.0,0
2020-03-24,Chenango,New York,US,3,0.0,0
2020-03-24,Clinton,New York,US,6,0.0,0
2020-03-24,Columbia,New York,US,10,0.0,0
2020-03-24,Cortland,New York,US,2,0.0,0
2020-03-24,Delaware,New York,US,3,0.0,0
2020-03-24,Dutchess,New York,US,100,1.0,0
2020-03-24,Erie,New York,US,87,0.0,0
2020-03-24,Essex,New York,US,3,0.0,0
2020-03-24,Fulton,New York,US,1,0.0,0
2020-03-24,Genesee,New York,US,1,0.0,0
2020-03-24,Greene,New York,US,4,0.0,0
2020-03-24,Hamilton,New York,US,2,0.0,0
2020-03-24,Herkimer,New York,US,4,0.0,0
2020-03-24,Jefferson,New York,US,2,0.0,0
2020-03-24,Livingston,New York,US,3,0.0,0
2020-03-24,Madison,New York,US,4,0.0,0
2020-03-24,Monroe,New York,US,95,3.0,0
2020-03-24,Montgomery,New York,US,3,0.0,0
2020-03-24,Nassau,New York,US,2442,4.0,0
2020-03-24,Niagara,New York,US,10,0.0,0
2020-03-24,Oneida,New York,US,7,0.0,0
2020-03-24,Onondaga,New York,US,52,0.0,0
2020-03-24,Ontario,New York,US,6,0.0,0
2020-03-24,Orange,New York,US,389,0.0,0
2020-03-24,Oswego,New York,US,1,0.0,0
2020-03-24,Otsego,New York,US,1,0.0,0
2020-03-24,Putnam,New York,US,45,0.0,0
2020-03-24,Rensselaer,New York,US,33[122],0.0,0
2020-03-24,Rockland,New York,US,592,1.0,0
2020-03-24,Saratoga,New York,US,53,0.0,0
2020-03-24,Schenectady,New York,US,39,0.0,0
2020-03-24,Schoharie,New York,US,1,0.0,0
2020-03-24,St. Lawrence,New York,US,1,0.0,0
2020-03-24,Steuben,New York,US,4,0.0,0
2020-03-24,Suffolk,New York,US,1458,7.0,0
2020-03-24,Sullivan,New York,US,23,0.0,0
2020-03-24,Tioga,New York,US,1,0.0,0
2020-03-24,Tompkins,New York,US,16,0.0,0
2020-03-24,Ulster,New York,US,35,0.0,0
2020-03-24,Warren,New York,US,2,0.0,0
2020-03-24,Washington,New York,US,3,0.0,0
2020-03-24,Wayne,New York,US,6,0.0,0
2020-03-24,Westchester,New York,US,2894,0.0,0
2020-03-24,Wyoming,New York,US,4,0.0,0
2020-03-24,Total ,New York,US,8570,13.0,0
2020-03-25,Albany,New York,US,152,0.0,1
2020-03-25,Allegany,New York,US,2,0.0,0
2020-03-25,Broome,New York,US,9,1.0,0
2020-03-25,Cattaraugus,New York,US,0[128],0.0,0
2020-03-25,Cayuga,New York,US,2,0.0,0
2020-03-25,Chautauqua,New York,US,3[129],0.0,0
2020-03-25,Chemung,New York,US,3,0.0,0
2020-03-25,Chenango,New York,US,3,0.0,0
2020-03-25,Clinton,New York,US,8,0.0,0
2020-03-25,Columbia,New York,US,18,0.0,0
2020-03-25,Cortland,New York,US,2,0.0,0
2020-03-25,Delaware,New York,US,3,0.0,0
2020-03-25,Dutchess,New York,US,124,1.0,0
2020-03-25,Erie,New York,US,122,0.0,0
2020-03-25,Essex,New York,US,3,0.0,0
2020-03-25,Fulton,New York,US,1,0.0,0
2020-03-25,Genesee,New York,US,1,0.0,0
2020-03-25,Greene,New York,US,4,0.0,0
2020-03-25,Hamilton,New York,US,2,0.0,0
2020-03-25,Herkimer,New York,US,4,0.0,0
2020-03-25,Jefferson,New York,US,2,0.0,0
2020-03-25,Livingston,New York,US,3,0.0,0
2020-03-25,Madison,New York,US,5,0.0,0
2020-03-25,Monroe,New York,US,117,3.0,0
2020-03-25,Montgomery,New York,US,3,0.0,0
2020-03-25,Nassau,New York,US,2869,9.0,0
2020-03-25,Niagara,New York,US,12,0.0,0
2020-03-25,Oneida,New York,US,10,0.0,0
2020-03-25,Onondaga,New York,US,60,1.0,0
2020-03-25,Ontario,New York,US,7,0.0,0
2020-03-25,Orange,New York,US,498,0.0,0
2020-03-25,Oswego,New York,US,2,0.0,0
2020-03-25,Otsego,New York,US,1,0.0,0
2020-03-25,Putnam,New York,US,82,0.0,0
2020-03-25,Rensselaer,New York,US,36[131],0.0,0
2020-03-25,Rockland,New York,US,671,5.0,0
2020-03-25,Saratoga,New York,US,60,0.0,0
2020-03-25,Schenectady,New York,US,46,0.0,0
2020-03-25,Schoharie,New York,US,1,0.0,0
2020-03-25,St. Lawrence,New York,US,1,0.0,0
2020-03-25,Steuben,New York,US,8,0.0,0
2020-03-25,Suffolk,New York,US,1880,17.0,0
2020-03-25,Sullivan,New York,US,30,0.0,0
2020-03-25,Tioga,New York,US,1,0.0,0
2020-03-25,Tompkins,New York,US,18,0.0,0
2020-03-25,Ulster,New York,US,47,0.0,0
2020-03-25,Warren,New York,US,2,0.0,0
2020-03-25,Washington,New York,US,3,0.0,0
2020-03-25,Wayne,New York,US,6,0.0,0
2020-03-25,Westchester,New York,US,3891,1.0,0
2020-03-25,Wyoming,New York,US,4,0.0,0
2020-03-25,Total ,New York,US,10836,79.0,1
2020-03-26,Albany,New York,US,152,0.0,1
2020-03-26,Allegany,New York,US,2,0.0,0
2020-03-26,Broome,New York,US,16,1.0,0
2020-03-26,Cattaraugus,New York,US,0[134],0.0,0
2020-03-26,Cayuga,New York,US,2,0.0,0
2020-03-26,Chautauqua,New York,US,3[135],0.0,0
2020-03-26,Chemung,New York,US,1,0.0,0
2020-03-26,Chenango,New York,US,3,0.0,0
2020-03-26,Clinton,New York,US,11,0.0,0
2020-03-26,Columbia,New York,US,12,0.0,0
2020-03-26,Cortland,New York,US,3,0.0,0
2020-03-26,Delaware,New York,US,5,0.0,0
2020-03-26,Dutchess,New York,US,153,1.0,0
2020-03-26,Erie,New York,US,146,0.0,0
2020-03-26,Essex,New York,US,5,0.0,0
2020-03-26,Franklin,New York,US,1,0.0,0
2020-03-26,Fulton,New York,US,1,0.0,0
2020-03-26,Genesee,New York,US,4[137],0.0,0
2020-03-26,Greene,New York,US,4,0.0,0
2020-03-26,Hamilton,New York,US,2,0.0,0
2020-03-26,Herkimer,New York,US,5,0.0,0
2020-03-26,Jefferson,New York,US,3,0.0,0
2020-03-26,Livingston,New York,US,3,0.0,0
2020-03-26,Madison,New York,US,9,1.0,0
2020-03-26,Monroe,New York,US,142,3.0,0
2020-03-26,Montgomery,New York,US,4,0.0,0
2020-03-26,Nassau,New York,US,3285,9.0,0
2020-03-26,Niagara,New York,US,19,0.0,0
2020-03-26,Oneida,New York,US,13,0.0,0
2020-03-26,Onondaga,New York,US,65,1.0,0
2020-03-26,Ontario,New York,US,11,0.0,0
2020-03-26,Orange,New York,US,638,0.0,0
2020-03-26,Orleans,New York,US,4[137],0.0,0
2020-03-26,Oswego,New York,US,4,0.0,0
2020-03-26,Otsego,New York,US,2,0.0,0
2020-03-26,Putnam,New York,US,84,0.0,0
2020-03-26,Rensselaer,New York,US,31,0.0,0
2020-03-26,Rockland,New York,US,968,5.0,0
2020-03-26,Saratoga,New York,US,64,0.0,0
2020-03-26,Schenectady,New York,US,55,0.0,0
2020-03-26,Schoharie,New York,US,2,0.0,0
2020-03-26,St. Lawrence,New York,US,2,0.0,0
2020-03-26,Steuben,New York,US,11,0.0,0
2020-03-26,Suffolk,New York,US,2260,17.0,0
2020-03-26,Sullivan,New York,US,39,0.0,0
2020-03-26,Tioga,New York,US,2,0.0,0
2020-03-26,Tompkins,New York,US,32,0.0,0
2020-03-26,Ulster,New York,US,65,0.0,0
2020-03-26,Warren,New York,US,2,0.0,0
2020-03-26,Washington,New York,US,4,0.0,0
2020-03-26,Wayne,New York,US,7,0.0,0
2020-03-26,Westchester,New York,US,4691,1.0,0
2020-03-26,Wyoming,New York,US,4,0.0,0
2020-03-26,Total ,New York,US,12955,80.0,1
2020-03-27,Albany,New York,US,187,0.0,1
2020-03-27,Allegany,New York,US,2,0.0,0
2020-03-27,Broome,New York,US,16,1.0,0
2020-03-27,Cattaraugus,New York,US,1[143],0.0,0
2020-03-27,Cayuga,New York,US,2,0.0,0
2020-03-27,Chautauqua,New York,US,3[144],0.0,0
2020-03-27,Chemung,New York,US,6,0.0,0
2020-03-27,Chenango,New York,US,3,0.0,0
2020-03-27,Clinton,New York,US,11,0.0,0
2020-03-27,Columbia,New York,US,12,0.0,0
2020-03-27,Cortland,New York,US,3,0.0,0
2020-03-27,Delaware,New York,US,5,0.0,0
2020-03-27,Dutchess,New York,US,225,1.0,0
2020-03-27,Erie,New York,US,221,0.0,0
2020-03-27,Essex,New York,US,5,0.0,0
2020-03-27,Franklin,New York,US,1,0.0,0
2020-03-27,Fulton,New York,US,1,0.0,0
2020-03-27,Genesee,New York,US,4[146],0.0,0
2020-03-27,Greene,New York,US,4,0.0,0
2020-03-27,Hamilton,New York,US,2,0.0,0
2020-03-27,Herkimer,New York,US,5,0.0,0
2020-03-27,Jefferson,New York,US,3,0.0,0
2020-03-27,Livingston,New York,US,3,0.0,0
2020-03-27,Madison,New York,US,9,1.0,0
2020-03-27,Monroe,New York,US,160,3.0,0
2020-03-27,Montgomery,New York,US,4,0.0,0
2020-03-27,Nassau,New York,US,4657,9.0,0
2020-03-27,Niagara,New York,US,28,0.0,0
2020-03-27,Oneida,New York,US,13,0.0,0
2020-03-27,Onondaga,New York,US,65,1.0,0
2020-03-27,Ontario,New York,US,11,0.0,0
2020-03-27,Orange,New York,US,910,0.0,0
2020-03-27,Orleans,New York,US,4[146],0.0,0
2020-03-27,Oswego,New York,US,4,0.0,0
2020-03-27,Otsego,New York,US,2,0.0,0
2020-03-27,Putnam,New York,US,84,0.0,0
2020-03-27,Rensselaer,New York,US,44[148],0.0,0
2020-03-27,Rockland,New York,US,1457,5.0,0
2020-03-27,Saratoga,New York,US,64,0.0,0
2020-03-27,Schenectady,New York,US,55,0.0,0
2020-03-27,Schoharie,New York,US,2,0.0,0
2020-03-27,St. Lawrence,New York,US,2,0.0,0
2020-03-27,Steuben,New York,US,11,0.0,0
2020-03-27,Suffolk,New York,US,3385,17.0,0
2020-03-27,Sullivan,New York,US,39,0.0,0
2020-03-27,Tioga,New York,US,2,0.0,0
2020-03-27,Tompkins,New York,US,32,0.0,0
2020-03-27,Ulster,New York,US,65,0.0,0
2020-03-27,Warren,New York,US,2,0.0,0
2020-03-27,Washington,New York,US,4,0.0,0
2020-03-27,Wayne,New York,US,7,0.0,0
2020-03-27,Westchester,New York,US,7187,1.0,0
2020-03-27,Wyoming,New York,US,7,0.0,0
2020-03-27,Total ,New York,US,12955,80.0,1
2020-03-28,Albany,New York,US,187,0.0,1
2020-03-28,Allegany,New York,US,2,0.0,0
2020-03-28,Broome,New York,US,16,1.0,0
2020-03-28,Cattaraugus,New York,US,1[145],0.0,0
2020-03-28,Cayuga,New York,US,2,0.0,0
2020-03-28,Chautauqua,New York,US,3[146],0.0,0
2020-03-28,Chemung,New York,US,11,0.0,0
2020-03-28,Chenango,New York,US,3,0.0,0
2020-03-28,Clinton,New York,US,11,0.0,0
2020-03-28,Columbia,New York,US,12,0.0,0
2020-03-28,Cortland,New York,US,3,0.0,0
2020-03-28,Delaware,New York,US,5,0.0,0
2020-03-28,Dutchess,New York,US,225,1.0,0
2020-03-28,Erie,New York,US,221,0.0,0
2020-03-28,Essex,New York,US,5,0.0,0
2020-03-28,Franklin,New York,US,1,0.0,0
2020-03-28,Fulton,New York,US,1,0.0,0
2020-03-28,Genesee,New York,US,4[148],0.0,0
2020-03-28,Greene,New York,US,4,0.0,0
2020-03-28,Hamilton,New York,US,2,0.0,0
2020-03-28,Herkimer,New York,US,5,0.0,0
2020-03-28,Jefferson,New York,US,3,0.0,0
