Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active
04-02-2020,Philadelphia,Pennsylvania,US,2100,13,0,0
04-02-2020,Phillips,Colorado,US,1,0,0,0
04-02-2020,Piatt,Illinois,US,1,0,0,0
04-02-2020,Pickaway,Ohio,US,11,0,0,0
04-02-2020,Pickens,Alabama,US,9,0,0,0
04-02-2020,Pickens,Georgia,US,8,1,0,0
04-02-2020,Pickens,South Carolina,US,15,0,0,0
04-02-2020,Pierce,Georgia,US,10,0,0,0
04-02-2020,Pierce,North Dakota,US,2,0,0,0
04-02-2020,Pierce,Washington,US,498,7,0,0
04-02-2020,Pierce,Wisconsin,US,7,0,0,0
04-02-2020,Pike,Alabama,US,7,0,0,0
04-02-2020,Pike,Arkansas,US,1,0,0,0
04-02-2020,Pike,Georgia,US,2,0,0,0
04-02-2020,Pike,Mississippi,US,21,0,0,0
04-02-2020,Pike,Missouri,US,1,0,0,0
04-02-2020,Pike,Ohio,US,1,0,0,0
04-02-2020,Pike,Pennsylvania,US,68,1,0,0
04-02-2020,Pima,Arizona,US,237,11,0,0
04-02-2020,Pinal,Arizona,US,69,0,0,0
04-02-2020,Pinellas,Florida,US,273,6,0,0
04-02-2020,Pitkin,Colorado,US,33,2,0,0
04-02-2020,Pitt,North Carolina,US,29,0,0,0
04-02-2020,Pittsburg,Oklahoma,US,2,0,0,0
04-02-2020,Pittsylvania,Virginia,US,1,0,0,0
04-02-2020,Placer,California,US,90,2,0,0
04-02-2020,Plaquemines,Louisiana,US,68,3,0,0
04-02-2020,Platte,Missouri,US,13,0,0,0
04-02-2020,Platte,Nebraska,US,3,0,0,0
04-02-2020,Pleasants,West Virginia,US,1,0,0,0
04-02-2020,Plumas,California,US,1,0,0,0
04-02-2020,Plymouth,Massachusetts,US,621,6,0,0
04-02-2020,Poinsett,Arkansas,US,5,0,0,0
04-02-2020,Pointe Coupee,Louisiana,US,12,0,0,0
04-02-2020,Polk,Arkansas,US,5,0,0,0
04-02-2020,Polk,Florida,US,103,2,0,0
04-02-2020,Polk,Georgia,US,16,0,0,0
04-02-2020,Polk,Iowa,US,87,1,0,0
04-02-2020,Polk,North Carolina,US,4,0,0,0
04-02-2020,Polk,Oregon,US,18,0,0,0
04-02-2020,Polk,Tennessee,US,1,0,0,0
04-02-2020,Polk,Texas,US,4,0,0,0
04-02-2020,Pontotoc,Mississippi,US,10,0,0,0
04-02-2020,Pontotoc,Oklahoma,US,5,0,0,0
04-02-2020,Pope,Arkansas,US,6,0,0,0
04-02-2020,Poquoson,Virginia,US,3,0,0,0
04-02-2020,Portage,Ohio,US,59,2,0,0
04-02-2020,Portage,Wisconsin,US,2,0,0,0
04-02-2020,Porter,Indiana,US,35,0,0,0
04-02-2020,Portsmouth,Virginia,US,16,0,0,0
04-02-2020,Posey,Indiana,US,4,0,0,0
04-02-2020,Pottawatomie,Kansas,US,2,0,0,0
04-02-2020,Pottawatomie,Oklahoma,US,9,0,0,0
04-02-2020,Pottawattamie,Iowa,US,5,0,0,0
04-02-2020,Potter,Pennsylvania,US,2,0,0,0
04-02-2020,Potter,Texas,US,16,0,0,0
04-02-2020,Powell,Kentucky,US,1,0,0,0
04-02-2020,Poweshiek,Iowa,US,7,1,0,0
04-02-2020,Powhatan,Virginia,US,3,0,0,0
04-02-2020,Pratt,Kansas,US,1,0,0,0
04-02-2020,Preble,Ohio,US,1,0,0,0
04-02-2020,Prentiss,Mississippi,US,4,0,0,0
04-02-2020,Preston,West Virginia,US,3,0,0,0
04-02-2020,Prince Edward,Virginia,US,2,0,0,0
04-02-2020,Prince George,Virginia,US,8,0,0,0
04-02-2020,Prince George's,Maryland,US,473,9,0,0
04-02-2020,Prince William,Virginia,US,117,1,0,0
04-02-2020,Providence,Rhode Island,US,418,0,0,0
04-02-2020,Pueblo,Colorado,US,22,2,0,0
04-02-2020,Pulaski,Arkansas,US,115,2,0,0
04-02-2020,Pulaski,Georgia,US,4,0,0,0
04-02-2020,Pulaski,Kentucky,US,8,0,0,0
04-02-2020,Pulaski,Missouri,US,8,0,0,0
04-02-2020,Putnam,Florida,US,14,0,0,0
04-02-2020,Putnam,Georgia,US,2,0,0,0
04-02-2020,Putnam,Indiana,US,11,1,0,0
04-02-2020,Putnam,New York,US,216,0,0,0
04-02-2020,Putnam,Tennessee,US,37,0,0,0
04-02-2020,Putnam,West Virginia,US,5,0,0,0
04-02-2020,Queen Anne's,Maryland,US,8,0,0,0
04-02-2020,Quitman,Mississippi,US,4,0,0,0
04-02-2020,Rabun,Georgia,US,2,0,0,0
04-02-2020,Racine,Wisconsin,US,35,0,0,0
04-02-2020,Radford,Virginia,US,1,0,0,0
04-02-2020,Raleigh,West Virginia,US,3,0,0,0
04-02-2020,Ralls,Missouri,US,1,0,0,0
04-02-2020,Ramsey,Minnesota,US,67,2,0,0
04-02-2020,Ramsey,North Dakota,US,3,0,0,0
04-02-2020,Randall,Texas,US,17,0,0,0
04-02-2020,Randolph,Alabama,US,6,0,0,0
04-02-2020,Randolph,Arkansas,US,1,0,0,0
04-02-2020,Randolph,Georgia,US,4,0,0,0
04-02-2020,Randolph,Illinois,US,8,0,0,0
04-02-2020,Randolph,Indiana,US,3,0,0,0
04-02-2020,Randolph,Missouri,US,2,0,0,0
04-02-2020,Randolph,North Carolina,US,19,0,0,0
04-02-2020,Randolph,West Virginia,US,2,0,0,0
04-02-2020,Rankin,Mississippi,US,50,1,0,0
04-02-2020,Rapides,Louisiana,US,77,3,0,0
04-02-2020,Ravalli,Montana,US,1,0,0,0
04-02-2020,Ray,Missouri,US,1,0,0,0
04-02-2020,Red River,Louisiana,US,1,0,0,0
04-02-2020,Reno,Kansas,US,8,0,0,0
04-02-2020,Rensselaer,New York,US,60,0,0,0
04-02-2020,Renville,Minnesota,US,2,0,0,0
04-02-2020,Reynolds,Missouri,US,2,0,0,0
04-02-2020,Rhea,Tennessee,US,0,0,0,0
04-02-2020,Rice,Minnesota,US,3,0,0,0
04-02-2020,Richland,Louisiana,US,4,0,0,0
04-02-2020,Richland,Ohio,US,8,0,0,0
04-02-2020,Richland,South Carolina,US,200,3,0,0
04-02-2020,Richland,Wisconsin,US,2,0,0,0
04-02-2020,Richmond,Georgia,US,41,1,0,0
04-02-2020,Richmond City,Virginia,US,52,0,0,0
04-02-2020,Riley,Kansas,US,6,0,0,0
04-02-2020,Rio Arriba,New Mexico,US,4,0,0,0
04-02-2020,Rio Grande,Colorado,US,5,0,0,0
04-02-2020,Ripley,Indiana,US,39,1,0,0
04-02-2020,Ripley,Missouri,US,2,0,0,0
04-02-2020,Riverside,California,US,493,14,0,0
04-02-2020,Roane,Tennessee,US,3,0,0,0
04-02-2020,Roane,West Virginia,US,2,0,0,0
04-02-2020,Roanoke,Virginia,US,4,0,0,0
04-02-2020,Roanoke City,Virginia,US,9,0,0,0
04-02-2020,Roberts,South Dakota,US,2,0,0,0
04-02-2020,Robertson,Tennessee,US,41,0,0,0
04-02-2020,Robertson,Texas,US,2,0,0,0
04-02-2020,Robeson,North Carolina,US,3,0,0,0
04-02-2020,Rock,Wisconsin,US,19,1,0,0
04-02-2020,Rock Island,Illinois,US,21,0,0,0
04-02-2020,Rockbridge,Virginia,US,2,0,0,0
04-02-2020,Rockcastle,Kentucky,US,1,0,0,0
04-02-2020,Rockdale,Georgia,US,54,2,0,0
04-02-2020,Rockingham,New Hampshire,US,170,1,0,0
04-02-2020,Rockingham,North Carolina,US,2,1,0,0
04-02-2020,Rockingham,Virginia,US,11,0,0,0
04-02-2020,Rockland,New York,US,3751,18,0,0
04-02-2020,Rockwall,Texas,US,10,0,0,0
04-02-2020,Rogers,Oklahoma,US,8,0,0,0
04-02-2020,Rolette,North Dakota,US,0,0,0,0
04-02-2020,Roosevelt,Montana,US,1,0,0,0
04-02-2020,Roosevelt,New Mexico,US,1,0,0,0
04-02-2020,Roscommon,Michigan,US,1,0,0,0
04-02-2020,Ross,Ohio,US,3,0,0,0
04-02-2020,Routt,Colorado,US,19,0,0,0
04-02-2020,Rowan,North Carolina,US,31,1,0,0
04-02-2020,Rush,Indiana,US,7,0,0,0
04-02-2020,Rusk,Texas,US,6,0,0,0
04-02-2020,Russell,Alabama,US,2,0,0,0
04-02-2020,Rutherford,North Carolina,US,9,0,0,0
04-02-2020,Rutherford,Tennessee,US,113,1,0,0
04-02-2020,Rutland,Vermont,US,12,0,0,0
04-02-2020,Sabine,Louisiana,US,4,0,0,0
04-02-2020,Sacramento,California,US,314,9,0,0
04-02-2020,Sagadahoc,Maine,US,10,0,0,0
04-02-2020,Saginaw,Michigan,US,82,0,0,0
04-02-2020,Saguache,Colorado,US,1,0,0,0
04-02-2020,Salem,New Jersey,US,20,1,0,0
04-02-2020,Salem,Virginia,US,1,0,0,0
04-02-2020,Saline,Arkansas,US,16,0,0,0
04-02-2020,Saline,Illinois,US,1,0,0,0
04-02-2020,Saline,Kansas,US,3,0,0,0
04-02-2020,Salt Lake,Utah,US,476,4,0,0
04-02-2020,Saluda,South Carolina,US,2,0,0,0
04-02-2020,Sampson,North Carolina,US,1,0,0,0
04-02-2020,San Augustine,Texas,US,1,0,0,0
04-02-2020,San Benito,California,US,23,1,0,0
04-02-2020,San Bernardino,California,US,254,6,0,0
04-02-2020,San Diego,California,US,849,15,0,0
04-02-2020,San Francisco,California,US,450,7,0,0
04-02-2020,San Jacinto,Texas,US,1,0,0,0
04-02-2020,San Joaquin,California,US,173,9,0,0
04-02-2020,San Juan,New Mexico,US,52,0,0,0
04-02-2020,San Juan,Utah,US,11,0,0,0
04-02-2020,San Juan,Washington,US,6,0,0,0
04-02-2020,San Luis Obispo,California,US,89,0,0,0
04-02-2020,San Mateo,California,US,453,10,0,0
04-02-2020,San Miguel,Colorado,US,4,0,0,0
04-02-2020,San Miguel,New Mexico,US,1,0,0,0
04-02-2020,San Patricio,Texas,US,2,0,0,0
04-02-2020,Sandoval,New Mexico,US,32,1,0,0
04-02-2020,Sandusky,Ohio,US,5,0,0,0
04-02-2020,Sangamon,Illinois,US,18,2,0,0
04-02-2020,Sanilac,Michigan,US,8,1,0,0
04-02-2020,Santa Barbara,California,US,111,1,0,0
04-02-2020,Santa Clara,California,US,1019,36,0,0
04-02-2020,Santa Cruz,Arizona,US,3,0,0,0
04-02-2020,Santa Cruz,California,US,54,1,0,0
04-02-2020,Santa Fe,New Mexico,US,48,0,0,0
04-02-2020,Santa Rosa,Florida,US,47,2,0,0
04-02-2020,Sarasota,Florida,US,110,7,0,0
04-02-2020,Saratoga,New York,US,132,1,0,0
04-02-2020,Sarpy,Nebraska,US,20,0,0,0
04-02-2020,Sauk,Wisconsin,US,16,2,0,0
04-02-2020,Saunders,Nebraska,US,3,0,0,0
04-02-2020,Schenectady,New York,US,101,1,0,0
04-02-2020,Schley,Georgia,US,3,0,0,0
04-02-2020,Schoharie,New York,US,9,0,0,0
04-02-2020,Schoolcraft,Michigan,US,0,0,0,0
04-02-2020,Schuyler,New York,US,3,0,0,0
04-02-2020,Schuylkill,Pennsylvania,US,54,0,0,0
04-02-2020,Scotland,North Carolina,US,2,0,0,0
04-02-2020,Scott,Arkansas,US,1,0,0,0
04-02-2020,Scott,Indiana,US,5,1,0,0
04-02-2020,Scott,Iowa,US,25,0,0,0
04-02-2020,Scott,Kentucky,US,6,0,0,0
04-02-2020,Scott,Minnesota,US,10,0,0,0
04-02-2020,Scott,Mississippi,US,13,0,0,0
04-02-2020,Scott,Missouri,US,6,0,0,0
04-02-2020,Scott,Tennessee,US,3,0,0,0
04-02-2020,Scotts Bluff,Nebraska,US,3,0,0,0
04-02-2020,Screven,Georgia,US,2,0,0,0
04-02-2020,Searcy,Arkansas,US,2,0,0,0
04-02-2020,Sebastian,Arkansas,US,8,0,0,0
04-02-2020,Sedgwick,Kansas,US,79,1,0,0
04-02-2020,Seminole,Florida,US,145,0,0,0
04-02-2020,Seminole,Georgia,US,6,0,0,0
04-02-2020,Seminole,Oklahoma,US,1,0,0,0
04-02-2020,Seneca,New York,US,4,0,0,0
04-02-2020,Seneca,Ohio,US,4,1,0,0
04-02-2020,Sequatchie,Tennessee,US,2,0,0,0
04-02-2020,Sequoyah,Oklahoma,US,4,1,0,0
04-02-2020,Sevier,Arkansas,US,1,0,0,0
04-02-2020,Sevier,Tennessee,US,10,0,0,0
04-02-2020,Sharkey,Mississippi,US,2,0,0,0
04-02-2020,Shasta,California,US,7,1,0,0
04-02-2020,Shawnee,Kansas,US,20,2,0,0
04-02-2020,Sheboygan,Wisconsin,US,16,0,0,0
04-02-2020,Shelby,Alabama,US,98,3,0,0
04-02-2020,Shelby,Indiana,US,24,0,0,0
04-02-2020,Shelby,Iowa,US,3,0,0,0
04-02-2020,Shelby,Kentucky,US,2,0,0,0
04-02-2020,Shelby,Missouri,US,1,0,0,0
04-02-2020,Shelby,Ohio,US,6,0,0,0
04-02-2020,Shelby,Tennessee,US,638,7,0,0
04-02-2020,Shelby,Texas,US,4,0,0,0
04-02-2020,Shenandoah,Virginia,US,9,0,0,0
04-02-2020,Sherburne,Minnesota,US,8,0,0,0
04-02-2020,Sheridan,Wyoming,US,10,0,0,0
04-02-2020,Shiawassee,Michigan,US,17,0,0,0
04-02-2020,Sibley,Minnesota,US,1,0,0,0
04-02-2020,Silver Bow,Montana,US,11,0,0,0
04-02-2020,Simpson,Kentucky,US,9,0,0,0
04-02-2020,Simpson,Mississippi,US,4,0,0,0
04-02-2020,Sioux,Iowa,US,4,0,0,0
04-02-2020,Sioux,North Dakota,US,1,0,0,0
04-02-2020,Siskiyou,California,US,3,0,0,0
04-02-2020,Skagit,Washington,US,143,4,0,0
04-02-2020,Skamania,Washington,US,1,0,0,0
04-02-2020,Smith,Mississippi,US,6,0,0,0
04-02-2020,Smith,Tennessee,US,3,0,0,0
04-02-2020,Smith,Texas,US,42,1,0,0
04-02-2020,Smyth,Virginia,US,2,0,0,0
04-02-2020,Snohomish,Washington,US,1376,41,0,0
04-02-2020,Snyder,Pennsylvania,US,3,1,0,0
04-02-2020,Socorro,New Mexico,US,3,0,0,0
04-02-2020,Solano,California,US,54,0,0,0
04-02-2020,Somerset,Maine,US,2,0,0,0
04-02-2020,Somerset,Maryland,US,4,0,0,0
04-02-2020,Somerset,New Jersey,US,549,17,0,0
04-02-2020,Somerset,Pennsylvania,US,3,0,0,0
04-02-2020,Sonoma,California,US,91,2,0,0
04-02-2020,Southampton,Virginia,US,2,0,0,0
04-02-2020,Spalding,Georgia,US,18,1,0,0
04-02-2020,Spartanburg,South Carolina,US,50,0,0,0
04-02-2020,Spencer,Indiana,US,1,0,0,0
04-02-2020,Spencer,Kentucky,US,2,0,0,0
04-02-2020,Spink,South Dakota,US,1,0,0,0
04-02-2020,Spokane,Washington,US,182,5,0,0
04-02-2020,Spotsylvania,Virginia,US,9,0,0,0
04-02-2020,St. Bernard,Louisiana,US,181,5,0,0
04-02-2020,St. Charles,Louisiana,US,180,8,0,0
04-02-2020,St. Charles,Missouri,US,105,4,0,0
04-02-2020,St. Clair,Alabama,US,19,0,0,0
04-02-2020,St. Clair,Illinois,US,55,2,0,0
04-02-2020,St. Clair,Michigan,US,53,0,0,0
04-02-2020,St. Croix,Wisconsin,US,6,0,0,0
04-02-2020,St. Francis,Arkansas,US,1,0,0,0
04-02-2020,St. Francois,Missouri,US,9,0,0,0
04-02-2020,St. Helena,Louisiana,US,1,0,0,0
04-02-2020,St. James,Louisiana,US,110,4,0,0
04-02-2020,St. John the Baptist,Louisiana,US,274,14,0,0
04-02-2020,St. Johns,Florida,US,102,2,0,0
04-02-2020,St. Joseph,Indiana,US,65,1,0,0
04-02-2020,St. Joseph,Michigan,US,8,0,0,0
04-02-2020,St. Landry,Louisiana,US,56,1,0,0
04-02-2020,St. Lawrence,New York,US,39,0,0,0
04-02-2020,St. Louis,Minnesota,US,13,0,0,0
04-02-2020,St. Louis,Missouri,US,712,4,0,0
04-02-2020,St. Louis City,Missouri,US,239,1,0,0
04-02-2020,St. Lucie,Florida,US,48,3,0,0
04-02-2020,St. Martin,Louisiana,US,58,3,0,0
04-02-2020,St. Mary,Louisiana,US,42,0,0,0
04-02-2020,St. Mary's,Maryland,US,27,0,0,0
04-02-2020,St. Tammany,Louisiana,US,399,9,0,0
04-02-2020,Stafford,Kansas,US,1,0,0,0
04-02-2020,Stafford,Virginia,US,27,0,0,0
04-02-2020,Stanislaus,California,US,44,0,0,0
04-02-2020,Stanly,North Carolina,US,5,0,0,0
04-02-2020,Stark,North Dakota,US,18,0,0,0
04-02-2020,Stark,Ohio,US,67,3,0,0
04-02-2020,Starke,Indiana,US,2,0,0,0
04-02-2020,Starr,Texas,US,5,0,0,0
04-02-2020,Staunton,Virginia,US,1,0,0,0
04-02-2020,Ste. Genevieve,Missouri,US,3,0,0,0
04-02-2020,Stearns,Minnesota,US,5,0,0,0
04-02-2020,Steele,Minnesota,US,6,0,0,0
04-02-2020,Stephens,Georgia,US,5,0,0,0
04-02-2020,Stephens,Oklahoma,US,7,1,0,0
04-02-2020,Stephenson,Illinois,US,3,0,0,0
04-02-2020,Steuben,Indiana,US,2,0,0,0
04-02-2020,Steuben,New York,US,43,0,0,0
04-02-2020,Stevens,Kansas,US,2,0,0,0
04-02-2020,Stevens,Washington,US,5,0,0,0
04-02-2020,Stewart,Georgia,US,1,0,0,0
04-02-2020,Stoddard,Missouri,US,3,0,0,0
04-02-2020,Stokes,North Carolina,US,3,0,0,0
04-02-2020,Stone,Arkansas,US,5,0,0,0
04-02-2020,Stone,Missouri,US,2,0,0,0
04-02-2020,Story,Iowa,US,4,0,0,0
04-02-2020,Strafford,New Hampshire,US,35,0,0,0
04-02-2020,Sublette,Wyoming,US,1,0,0,0
04-02-2020,Suffolk,Massachusetts,US,1896,19,0,0
04-02-2020,Suffolk,New York,US,8746,69,0,0
04-02-2020,Suffolk,Virginia,US,6,0,0,0
04-02-2020,Sullivan,Indiana,US,3,0,0,0
04-02-2020,Sullivan,New Hampshire,US,5,0,0,0
04-02-2020,Sullivan,New York,US,143,4,0,0
04-02-2020,Sullivan,Tennessee,US,17,0,0,0
04-02-2020,Summit,Colorado,US,34,0,0,0
04-02-2020,Summit,Ohio,US,155,7,0,0
04-02-2020,Summit,Utah,US,204,0,0,0
04-02-2020,Sumner,Kansas,US,1,0,0,0
04-02-2020,Sumner,Tennessee,US,268,11,0,0
04-02-2020,Sumter,Alabama,US,4,0,0,0
04-02-2020,Sumter,Florida,US,66,2,0,0
04-02-2020,Sumter,Georgia,US,45,3,0,0
04-02-2020,Sumter,South Carolina,US,66,3,0,0
04-02-2020,Sunflower,Mississippi,US,12,1,0,0
04-02-2020,Surry,North Carolina,US,2,0,0,0
04-02-2020,Surry,Virginia,US,1,0,0,0
04-02-2020,Susquehanna,Pennsylvania,US,3,0,0,0
04-02-2020,Sussex,Delaware,US,105,3,0,0
04-02-2020,Sussex,New Jersey,US,179,7,0,0
04-02-2020,Sussex,Virginia,US,1,0,0,0
04-02-2020,Sutter,California,US,14,1,0,0
04-02-2020,Suwannee,Florida,US,7,0,0,0
04-02-2020,Sweetwater,Wyoming,US,3,0,0,0
04-02-2020,Swisher,Texas,US,1,0,0,0
04-02-2020,Switzerland,Indiana,US,4,0,0,0
04-02-2020,Talbot,Georgia,US,1,0,0,0
04-02-2020,Talbot,Maryland,US,4,0,0,0
04-02-2020,Talladega,Alabama,US,8,0,0,0
04-02-2020,Tallahatchie,Mississippi,US,2,0,0,0
04-02-2020,Tallapoosa,Alabama,US,17,1,0,0
04-02-2020,Tama,Iowa,US,17,0,0,0
04-02-2020,Taney,Missouri,US,2,0,0,0
04-02-2020,Tangipahoa,Louisiana,US,42,1,0,0
04-02-2020,Taos,New Mexico,US,12,0,0,0
04-02-2020,Tarrant,Texas,US,325,6,0,0
04-02-2020,Tate,Mississippi,US,12,0,0,0
04-02-2020,Tattnall,Georgia,US,2,0,0,0
04-02-2020,Taylor,Georgia,US,2,0,0,0
04-02-2020,Taylor,Iowa,US,1,0,0,0
04-02-2020,Taylor,Kentucky,US,2,0,0,0
04-02-2020,Taylor,Texas,US,18,0,0,0
04-02-2020,Tazewell,Illinois,US,5,0,0,0
04-02-2020,Tazewell,Virginia,US,2,0,0,0
04-02-2020,Teller,Colorado,US,7,1,0,0
04-02-2020,Terrebonne,Louisiana,US,97,1,0,0
04-02-2020,Terrell,Georgia,US,46,2,0,0
04-02-2020,Terry,Texas,US,4,0,0,0
04-02-2020,Teton,Idaho,US,3,0,0,0
04-02-2020,Teton,Wyoming,US,29,0,0,0
04-02-2020,Texas,Missouri,US,1,0,0,0
04-02-2020,Texas,Oklahoma,US,1,0,0,0
04-02-2020,Thomas,Georgia,US,15,0,0,0
04-02-2020,Thurston,Washington,US,51,0,0,0
04-02-2020,Tift,Georgia,US,28,0,0,0
04-02-2020,Tillamook,Oregon,US,3,0,0,0
04-02-2020,Tioga,New York,US,8,0,0,0
04-02-2020,Tioga,Pennsylvania,US,2,0,0,0
04-02-2020,Tippah,Mississippi,US,29,2,0,0
04-02-2020,Tippecanoe,Indiana,US,19,1,0,0
04-02-2020,Tipton,Indiana,US,5,0,0,0
04-02-2020,Tipton,Tennessee,US,24,0,0,0
04-02-2020,Tishomingo,Mississippi,US,1,0,0,0
04-02-2020,Todd,South Dakota,US,1,0,0,0
04-02-2020,Tolland,Connecticut,US,67,10,0,0
04-02-2020,Tom Green,Texas,US,10,0,0,0
04-02-2020,Tompkins,New York,US,80,0,0,0
04-02-2020,Tooele,Utah,US,13,0,0,0
04-02-2020,Toole,Montana,US,6,3,0,0
04-02-2020,Toombs,Georgia,US,4,0,0,0
04-02-2020,Torrance,New Mexico,US,3,0,0,0
04-02-2020,Transylvania,North Carolina,US,5,0,0,0
04-02-2020,Traverse,Minnesota,US,2,0,0,0
04-02-2020,Travis,Texas,US,351,3,0,0
04-02-2020,Trempealeau,Wisconsin,US,1,0,0,0
04-02-2020,Troup,Georgia,US,20,1,0,0
04-02-2020,Trousdale,Tennessee,US,6,1,0,0
04-02-2020,Trumbull,Ohio,US,63,6,0,0
04-02-2020,Tucker,West Virginia,US,3,0,0,0
04-02-2020,Tulare,California,US,74,2,0,0
04-02-2020,Tulsa,Oklahoma,US,151,5,0,0
04-02-2020,Tunica,Mississippi,US,14,1,0,0
04-02-2020,Tuolumne,California,US,2,0,0,0
04-02-2020,Turner,Georgia,US,5,0,0,0
04-02-2020,Turner,South Dakota,US,2,0,0,0
04-02-2020,Tuscaloosa,Alabama,US,34,0,0,0
04-02-2020,Tuscarawas,Ohio,US,16,0,0,0
04-02-2020,Tuscola,Michigan,US,14,2,0,0
04-02-2020,Twiggs,Georgia,US,2,0,0,0
04-02-2020,Twin Falls,Idaho,US,31,0,0,0
04-02-2020,Tyler,Texas,US,0,0,0,0
04-02-2020,Uinta,Wyoming,US,1,0,0,0
04-02-2020,Uintah,Utah,US,1,0,0,0
04-02-2020,Ulster,New York,US,240,3,0,0
04-02-2020,Umatilla,Oregon,US,5,0,0,0
04-02-2020,Unassigned,Alabama,US,0,5,0,0
04-02-2020,Unassigned,Alaska,US,0,2,0,0
04-02-2020,Unassigned,Arizona,US,0,3,0,0
04-02-2020,Unassigned,Arkansas,US,43,6,0,0
04-02-2020,Unassigned,California,US,0,0,0,0
04-02-2020,Unassigned,Colorado,US,128,4,0,0
04-02-2020,Unassigned,Connecticut,US,174,1,0,0
04-02-2020,Unassigned,Delaware,US,0,0,0,0
04-02-2020,Unassigned,Florida,US,9,20,0,0
04-02-2020,Unassigned,Georgia,US,778,1,0,0
04-02-2020,Unassigned,Hawaii,US,18,0,0,0
04-02-2020,Unassigned,Idaho,US,9,0,0,0
04-02-2020,Unassigned,Illinois,US,37,0,0,0
04-02-2020,Unassigned,Iowa,US,0,1,0,0
04-02-2020,Unassigned,Kentucky,US,113,14,0,0
04-02-2020,Unassigned,Louisiana,US,38,1,0,0
04-02-2020,Unassigned,Maine,US,8,0,0,0
04-02-2020,Unassigned,Maryland,US,0,0,0,0
04-02-2020,Unassigned,Massachusetts,US,270,9,0,0
04-02-2020,Unassigned,Michigan,US,178,0,0,0
04-02-2020,Unassigned,Minnesota,US,0,8,0,0
04-02-2020,Unassigned,Missouri,US,0,0,0,0
04-02-2020,Unassigned,Montana,US,0,0,0,0
04-02-2020,Unassigned,Nebraska,US,2,1,0,0
04-02-2020,Unassigned,Nevada,US,148,0,0,0
04-02-2020,Unassigned,New Hampshire,US,0,2,0,0
04-02-2020,Unassigned,New Jersey,US,4866,4,0,0
04-02-2020,Unassigned,New Mexico,US,1,0,0,0
04-02-2020,Unassigned,New York,US,0,675,0,0
04-02-2020,Unassigned,North Dakota,US,0,0,0,0
04-02-2020,Unassigned,Oklahoma,US,0,0,0,0
04-02-2020,Unassigned,Rhode Island,US,80,12,0,0
04-02-2020,Unassigned,South Dakota,US,0,0,0,0
04-02-2020,Unassigned,Tennessee,US,6,0,0,0
04-02-2020,Unassigned,Vermont,US,5,12,0,0
04-02-2020,Unassigned,Virginia,US,0,26,0,0
04-02-2020,Unassigned,Washington,US,344,0,0,0
04-02-2020,Unassigned,West Virginia,US,0,1,0,0
04-02-2020,Unassigned,Wisconsin,US,0,5,0,0
04-02-2020,Unicoi,Tennessee,US,1,0,0,0
04-02-2020,Union,Arkansas,US,10,0,0,0
04-02-2020,Union,Florida,US,1,0,0,0
04-02-2020,Union,Georgia,US,1,0,0,0
04-02-2020,Union,Kentucky,US,2,0,0,0
04-02-2020,Union,Louisiana,US,13,0,0,0
04-02-2020,Union,Mississippi,US,4,0,0,0
04-02-2020,Union,New Jersey,US,2010,34,0,0
04-02-2020,Union,North Carolina,US,55,0,0,0
04-02-2020,Union,Ohio,US,4,0,0,0
04-02-2020,Union,Oregon,US,3,0,0,0
04-02-2020,Union,Pennsylvania,US,2,0,0,0
04-02-2020,Union,South Carolina,US,5,0,0,0
04-02-2020,Union,South Dakota,US,3,0,0,0
04-02-2020,Union,Tennessee,US,1,0,0,0
04-02-2020,Upshur,Texas,US,3,0,0,0
04-02-2020,Upshur,West Virginia,US,1,0,0,0
04-02-2020,Upson,Georgia,US,6,0,0,0
04-02-2020,Utah,Utah,US,105,0,0,0
04-02-2020,Uvalde,Texas,US,4,0,0,0
04-02-2020,Val Verde,Texas,US,5,0,0,0
04-02-2020,Valencia,New Mexico,US,5,0,0,0
04-02-2020,Valley,Idaho,US,2,0,0,0
04-02-2020,Van Buren,Arkansas,US,20,0,0,0
04-02-2020,Van Buren,Iowa,US,3,0,0,0
04-02-2020,Van Buren,Michigan,US,12,1,0,0
04-02-2020,Van Wert,Ohio,US,2,0,0,0
04-02-2020,Van Zandt,Texas,US,3,1,0,0
04-02-2020,Vance,North Carolina,US,6,0,0,0
04-02-2020,Vanderburgh,Indiana,US,23,0,0,0
04-02-2020,Venango,Pennsylvania,US,3,0,0,0
04-02-2020,Ventura,California,US,160,5,0,0
04-02-2020,Vermilion,Illinois,US,2,0,0,0
04-02-2020,Vermilion,Louisiana,US,16,1,0,0
04-02-2020,Vernon,Louisiana,US,7,0,0,0
04-02-2020,Victoria,Texas,US,20,0,0,0
04-02-2020,Vigo,Indiana,US,10,2,0,0
04-02-2020,Vilas,Wisconsin,US,3,0,0,0
04-02-2020,Virginia Beach,Virginia,US,111,1,0,0
04-02-2020,Volusia,Florida,US,102,1,0,0
04-02-2020,Wabash,Indiana,US,1,0,0,0
04-02-2020,Wabasha,Minnesota,US,6,0,0,0
04-02-2020,Wagoner,Oklahoma,US,24,2,0,0
04-02-2020,Wake,North Carolina,US,251,0,0,0
04-02-2020,Wakulla,Florida,US,2,0,0,0
04-02-2020,Waldo,Maine,US,2,0,0,0
04-02-2020,Walker,Alabama,US,34,0,0,0
04-02-2020,Walker,Georgia,US,2,0,0,0
